year,gender,lost_gen_min,lost_gen_max,babyboomers_min,babyboomers_max,age,population,lost_gen,babyboomers,generation
2024,F,42,53,73,79,1,397.789,False,False,other
2025,F,43,54,74,80,1,398.055,False,False,other
2026,F,44,55,75,81,1,397.494,False,False,other
2027,F,45,56,76,82,1,397.217,False,False,other
2028,F,46,57,77,83,1,398.401,False,False,other
2029,F,47,58,78,84,1,398.6825,False,False,other
2030,F,48,59,79,85,1,398.554,False,False,other
2031,F,49,60,80,86,1,398.422,False,False,other
2032,F,50,61,81,87,1,398.15,False,False,other
2033,F,51,62,82,88,1,397.6755,False,False,other
2034,F,52,63,83,89,1,397.2155,False,False,other
2035,F,53,64,84,90,1,396.937,False,False,other
2036,F,54,65,85,91,1,395.744,False,False,other
2037,F,55,66,86,92,1,393.446,False,False,other
2038,F,56,67,87,93,1,391.3115,False,False,other
2039,F,57,68,88,94,1,389.608,False,False,other
2040,F,58,69,89,95,1,388.129,False,False,other
2041,F,59,70,90,96,1,386.405,False,False,other
2042,F,60,71,91,97,1,384.127,False,False,other
2043,F,61,72,92,98,1,381.1105,False,False,other
2044,F,62,73,93,99,1,376.654,False,False,other
2045,F,63,74,94,100,1,372.4185,False,False,other
2046,F,64,75,95,101,1,368.594,False,False,other
2047,F,65,76,96,102,1,364.352,False,False,other
2048,F,66,77,97,103,1,359.992,False,False,other
2049,F,67,78,98,104,1,355.1535,False,False,other
2050,F,68,79,99,105,1,350.482,False,False,other
2051,F,69,80,100,106,1,346.1485,False,False,other
2052,F,70,81,100,107,1,341.99,False,False,other
2053,F,71,82,100,108,1,338.56,False,False,other
2054,F,72,83,100,109,1,335.067,False,False,other
2055,F,73,84,100,110,1,330.4025,False,False,other
2056,F,74,85,100,111,1,325.9315,False,False,other
2057,F,75,86,100,112,1,323.238,False,False,other
2058,F,76,87,100,113,1,321.1295,False,False,other
2059,F,77,88,100,114,1,319.212,False,False,other
2060,F,78,89,100,115,1,317.3065,False,False,other
2061,F,79,90,100,116,1,315.5665,False,False,other
2062,F,80,91,100,117,1,315.243,False,False,other
2063,F,81,92,100,118,1,315.268,False,False,other
2064,F,82,93,100,119,1,314.303,False,False,other
2065,F,83,94,100,120,1,313.0075,False,False,other
2066,F,84,95,100,121,1,312.017,False,False,other
2067,F,85,96,100,122,1,311.641,False,False,other
2068,F,86,97,100,123,1,311.2445,False,False,other
2069,F,87,98,100,124,1,311.326,False,False,other
2070,F,88,99,100,125,1,310.9985,False,False,other
2071,F,89,100,100,126,1,309.9735,False,False,other
2072,F,90,101,100,127,1,309.0575,False,False,other
2073,F,91,102,100,128,1,307.6515,False,False,other
2074,F,92,103,100,129,1,305.7145,False,False,other
2075,F,93,104,100,130,1,304.285,False,False,other
2076,F,94,105,100,131,1,302.971,False,False,other
2077,F,95,106,100,132,1,300.498,False,False,other
2078,F,96,107,100,133,1,298.4525,False,False,other
2079,F,97,108,100,134,1,296.166,False,False,other
2080,F,98,109,100,135,1,293.3475,False,False,other
2081,F,99,110,100,136,1,290.86,False,False,other
2082,F,100,111,100,137,1,289.046,False,False,other
2083,F,100,112,100,138,1,286.6465,False,False,other
2084,F,100,113,100,139,1,283.7665,False,False,other
2085,F,100,114,100,140,1,281.761,False,False,other
2086,F,100,115,100,141,1,279.69,False,False,other
2087,F,100,116,100,142,1,277.1345,False,False,other
2088,F,100,117,100,143,1,274.6035,False,False,other
2089,F,100,118,100,144,1,272.797,False,False,other
2090,F,100,119,100,145,1,271.026,False,False,other
2091,F,100,120,100,146,1,269.6775,False,False,other
2092,F,100,121,100,147,1,268.43,False,False,other
2093,F,100,122,100,148,1,266.6415,False,False,other
2094,F,100,123,100,149,1,265.397,False,False,other
2095,F,100,124,100,150,1,264.631,False,False,other
2096,F,100,125,100,151,1,264.309,False,False,other
2097,F,100,126,100,152,1,263.32,False,False,other
2098,F,100,127,100,153,1,262.559,False,False,other
2099,F,100,128,100,154,1,262.664,False,False,other
2100,F,100,129,100,155,1,261.833,False,False,other
1950,M,-32,-21,-1,5,2,1277.0395,False,True,Babyboomers
1951,M,-31,-20,0,6,2,1288.2985,False,True,Babyboomers
1952,M,-30,-19,1,7,2,1186.9255,False,True,Babyboomers
1953,M,-29,-18,2,8,2,1049.6895,False,True,Babyboomers
1954,M,-28,-17,3,9,2,973.6865,False,False,other
1955,M,-27,-16,4,10,2,914.9615,False,False,other
1956,M,-26,-15,5,11,2,867.577,False,False,other
1957,M,-25,-14,6,12,2,843.1575,False,False,other
1958,M,-24,-13,7,13,2,820.1165,False,False,other
1959,M,-23,-12,8,14,2,783.0165,False,False,other
1960,M,-22,-11,9,15,2,783.6,False,False,other
1961,M,-21,-10,10,16,2,801.6145,False,False,other
1962,M,-20,-9,11,17,2,796.925,False,False,other
1963,M,-19,-8,12,18,2,796.508,False,False,other
1964,M,-18,-7,13,19,2,805.659,False,False,other
1965,M,-17,-6,14,20,2,826.136,False,False,other
1966,M,-16,-5,15,21,2,854.158,False,False,other
1967,M,-15,-4,16,22,2,890.522,False,False,other
1968,M,-14,-3,17,23,2,809.731,False,False,other
1969,M,-13,-2,18,24,2,830.51,False,False,other
1970,M,-12,-1,19,25,2,943.909,False,False,other
1971,M,-11,0,20,26,2,938.438,False,False,other
1972,M,-10,1,21,27,2,955.161,False,False,other
1973,M,-9,2,22,28,2,983.3755,True,False,Lost generation
1974,M,-8,3,23,29,2,1012.3775,True,False,Lost generation
1975,M,-7,4,24,30,2,1041.9225,True,False,Lost generation
1976,M,-6,5,25,31,2,1042.236,True,False,Lost generation
1977,M,-5,6,26,32,2,998.2565,True,False,Lost generation
1978,M,-4,7,27,33,2,946.181,True,False,Lost generation
1979,M,-3,8,28,34,2,903.527,True,False,Lost generation
1980,M,-2,9,29,35,2,869.743,True,False,Lost generation
1981,M,-1,10,30,36,2,838.105,True,False,Lost generation
1982,M,0,11,31,37,2,805.609,True,False,Lost generation
1983,M,1,12,32,38,2,769.95,True,False,Lost generation
1984,M,2,13,33,39,2,742.8765,True,False,Lost generation
1985,M,3,14,34,40,2,735.045,False,False,other
1986,M,4,15,35,41,2,728.486,False,False,other
1987,M,5,16,36,42,2,715.088,False,False,other
1988,M,6,17,37,43,2,691.001,False,False,other
1989,M,7,18,38,44,2,674.106,False,False,other
1990,M,8,19,39,45,2,665.3915,False,False,other
1991,M,9,20,40,46,2,641.2945,False,False,other
1992,M,10,21,41,47,2,616.054,False,False,other
1993,M,11,22,42,48,2,610.307,False,False,other
1994,M,12,23,43,49,2,610.026,False,False,other
1995,M,13,24,44,50,2,602.898,False,False,other
1996,M,14,25,45,51,2,608.511,False,False,other
1997,M,15,26,46,52,2,607.559,False,False,other
1998,M,16,27,47,53,2,601.79,False,False,other
1999,M,17,28,48,54,2,602.5665,False,False,other
2000,M,18,29,49,55,2,598.912,False,False,other
2001,M,19,30,50,56,2,594.627,False,False,other
2002,M,20,31,51,57,2,596.594,False,False,other
2003,M,21,32,52,58,2,595.2985,False,False,other
2004,M,22,33,53,59,2,583.748,False,False,other
2005,M,23,34,54,60,2,572.4175,False,False,other
2006,M,24,35,55,61,2,561.118,False,False,other
2007,M,25,36,56,62,2,551.2505,False,False,other
2008,M,26,37,57,63,2,550.13,False,False,other
2009,M,27,38,58,64,2,555.7525,False,False,other
2010,M,28,39,59,65,2,555.9805,False,False,other
2011,M,29,40,60,66,2,550.9725,False,False,other
2012,M,30,41,61,67,2,544.2285,False,False,other
2013,M,31,42,62,68,2,536.3105,False,False,other
2014,M,32,43,63,69,2,527.9395,False,False,other
2015,M,33,44,64,70,2,523.4155,False,False,other
2016,M,34,45,65,71,2,515.1245,False,False,other
2017,M,35,46,66,72,2,507.422,False,False,other
2018,M,36,47,67,73,2,497.889,False,False,other
2019,M,37,48,68,74,2,471.344,False,False,other
2020,M,38,49,69,75,2,445.9105,False,False,other
2021,M,39,50,70,76,2,429.642,False,False,other
2022,M,40,51,71,77,2,422.656,False,False,other
2023,M,41,52,72,78,2,422.784,False,False,other
2024,M,42,53,73,79,2,419.575,False,False,other
2025,M,43,54,74,80,2,418.4095,False,False,other
2026,M,44,55,75,81,2,418.5965,False,False,other
2027,M,45,56,76,82,2,417.9405,False,False,other
2028,M,46,57,77,83,2,417.617,False,False,other
2029,M,47,58,78,84,2,418.871,False,False,other
2030,M,48,59,79,85,2,419.173,False,False,other
2031,M,49,60,80,86,2,419.02,False,False,other
2032,M,50,61,81,87,2,418.8575,False,False,other
2033,M,51,62,82,88,2,418.5305,False,False,other
2034,M,52,63,83,89,2,417.971,False,False,other
2035,M,53,64,84,90,2,417.475,False,False,other
2036,M,54,65,85,91,2,417.204,False,False,other
2037,M,55,66,86,92,2,415.938,False,False,other
2038,M,56,67,87,93,2,413.509,False,False,other
2039,M,57,68,88,94,2,411.2895,False,False,other
2040,M,58,69,89,95,2,409.5095,False,False,other
2041,M,59,70,90,96,2,407.968,False,False,other
2042,M,60,71,91,97,2,406.1755,False,False,other
2043,M,61,72,92,98,2,403.7725,False,False,other
2044,M,62,73,93,99,2,400.617,False,False,other
2045,M,63,74,94,100,2,395.933,False,False,other
2046,M,64,75,95,101,2,391.485,False,False,other
2047,M,65,76,96,102,2,387.4415,False,False,other
2048,M,66,77,97,103,2,382.956,False,False,other
2049,M,67,78,98,104,2,378.3665,False,False,other
2050,M,68,79,99,105,2,373.2585,False,False,other
2051,M,69,80,100,106,2,368.364,False,False,other
2052,M,70,81,100,107,2,363.82,False,False,other
2053,M,71,82,100,108,2,359.4335,False,False,other
2054,M,72,83,100,109,2,355.8495,False,False,other
2055,M,73,84,100,110,2,352.2085,False,False,other
2056,M,74,85,100,111,2,347.2945,False,False,other
2057,M,75,86,100,112,2,342.601,False,False,other
2058,M,76,87,100,113,2,339.8065,False,False,other
2059,M,77,88,100,114,2,337.611,False,False,other
2060,M,78,89,100,115,2,335.6015,False,False,other
2061,M,79,90,100,116,2,333.6045,False,False,other
2062,M,80,91,100,117,2,331.781,False,False,other
2063,M,81,92,100,118,2,331.441,False,False,other
2064,M,82,93,100,119,2,331.463,False,False,other
2065,M,83,94,100,120,2,330.4625,False,False,other
2066,M,84,95,100,121,2,329.1105,False,False,other
2067,M,85,96,100,122,2,328.085,False,False,other
2068,M,86,97,100,123,2,327.6935,False,False,other
2069,M,87,98,100,124,2,327.2745,False,False,other
2070,M,88,99,100,125,2,327.3855,False,False,other
2071,M,89,100,100,126,2,327.037,False,False,other
2072,M,90,101,100,127,2,325.957,False,False,other
2073,M,91,102,100,128,2,325.0055,False,False,other
2074,M,92,103,100,129,2,323.5295,False,False,other
2075,M,93,104,100,130,2,321.49,False,False,other
2076,M,94,105,100,131,2,319.949,False,False,other
2077,M,95,106,100,132,2,318.5365,False,False,other
2078,M,96,107,100,133,2,315.965,False,False,other
2079,M,97,108,100,134,2,313.842,False,False,other
2080,M,98,109,100,135,2,311.4295,False,False,other
2081,M,99,110,100,136,2,308.462,False,False,other
2082,M,100,111,100,137,2,305.8785,False,False,other
2083,M,100,112,100,138,2,303.977,False,False,other
2084,M,100,113,100,139,2,301.432,False,False,other
2085,M,100,114,100,140,2,298.404,False,False,other
2086,M,100,115,100,141,2,296.2785,False,False,other
2087,M,100,116,100,142,2,294.076,False,False,other
2088,M,100,117,100,143,2,291.402,False,False,other
2089,M,100,118,100,144,2,288.7635,False,False,other
2090,M,100,119,100,145,2,286.86,False,False,other
2091,M,100,120,100,146,2,284.995,False,False,other
2092,M,100,121,100,147,2,283.59,False,False,other
2093,M,100,122,100,148,2,282.271,False,False,other
2094,M,100,123,100,149,2,280.409,False,False,other
2095,M,100,124,100,150,2,279.1235,False,False,other
2096,M,100,125,100,151,2,278.3295,False,False,other
2097,M,100,126,100,152,2,277.9985,False,False,other
2098,M,100,127,100,153,2,276.923,False,False,other
2099,M,100,128,100,154,2,276.12,False,False,other
2100,M,100,129,100,155,2,276.257,False,False,other
1950,F,-32,-21,-1,5,2,1233.6675,False,True,Babyboomers
1951,F,-31,-20,0,6,2,1244.738,False,True,Babyboomers
1952,F,-30,-19,1,7,2,1143.2545,False,True,Babyboomers
1953,F,-29,-18,2,8,2,1013.26,False,True,Babyboomers
1954,F,-28,-17,3,9,2,943.159,False,False,other
1955,F,-27,-16,4,10,2,886.213,False,False,other
1956,F,-26,-15,5,11,2,837.4755,False,False,other
1957,F,-25,-14,6,12,2,811.6265,False,False,other
1958,F,-24,-13,7,13,2,790.7535,False,False,other
1959,F,-23,-12,8,14,2,756.077,False,False,other
1960,F,-22,-11,9,15,2,757.48,False,False,other
1961,F,-21,-10,10,16,2,774.1915,False,False,other
1962,F,-20,-9,11,17,2,768.8355,False,False,other
1963,F,-19,-8,12,18,2,767.4685,False,False,other
1964,F,-18,-7,13,19,2,774.17,False,False,other
1965,F,-17,-6,14,20,2,793.371,False,False,other
1966,F,-16,-5,15,21,2,820.5785,False,False,other
1967,F,-15,-4,16,22,2,855.8055,False,False,other
1968,F,-14,-3,17,23,2,774.371,False,False,other
1969,F,-13,-2,18,24,2,794.261,False,False,other
1970,F,-12,-1,19,25,2,902.278,False,False,other
1971,F,-11,0,20,26,2,890.898,False,False,other
1972,F,-10,1,21,27,2,906.695,False,False,other
1973,F,-9,2,22,28,2,934.837,True,False,Lost generation
1974,F,-8,3,23,29,2,963.667,True,False,Lost generation
1975,F,-7,4,24,30,2,992.799,True,False,Lost generation
1976,F,-6,5,25,31,2,992.8025,True,False,Lost generation
1977,F,-5,6,26,32,2,950.525,True,False,Lost generation
1978,F,-4,7,27,33,2,901.2375,True,False,Lost generation
1979,F,-3,8,28,34,2,860.7575,True,False,Lost generation
1980,F,-2,9,29,35,2,829.129,True,False,Lost generation
1981,F,-1,10,30,36,2,798.655,True,False,Lost generation
1982,F,0,11,31,37,2,767.223,True,False,Lost generation
1983,F,1,12,32,38,2,734.0085,True,False,Lost generation
1984,F,2,13,33,39,2,709.5245,True,False,Lost generation
1985,F,3,14,34,40,2,702.1165,False,False,other
1986,F,4,15,35,41,2,696.0975,False,False,other
1987,F,5,16,36,42,2,683.437,False,False,other
1988,F,6,17,37,43,2,659.239,False,False,other
1989,F,7,18,38,44,2,642.7745,False,False,other
1990,F,8,19,39,45,2,635.2815,False,False,other
1991,F,9,20,40,46,2,612.9485,False,False,other
1992,F,10,21,41,47,2,589.0045,False,False,other
1993,F,11,22,42,48,2,582.954,False,False,other
1994,F,12,23,43,49,2,581.763,False,False,other
1995,F,13,24,44,50,2,575.678,False,False,other
1996,F,14,25,45,51,2,582.0505,False,False,other
1997,F,15,26,46,52,2,581.9295,False,False,other
1998,F,16,27,47,53,2,576.329,False,False,other
1999,F,17,28,48,54,2,576.9145,False,False,other
2000,F,18,29,49,55,2,573.5525,False,False,other
2001,F,19,30,50,56,2,568.5615,False,False,other
2002,F,20,31,51,57,2,569.458,False,False,other
2003,F,21,32,52,58,2,568.375,False,False,other
2004,F,22,33,53,59,2,557.745,False,False,other
2005,F,23,34,54,60,2,547.073,False,False,other
2006,F,24,35,55,61,2,537.1485,False,False,other
2007,F,25,36,56,62,2,527.8785,False,False,other
2008,F,26,37,57,63,2,526.3975,False,False,other
2009,F,27,38,58,64,2,530.964,False,False,other
2010,F,28,39,59,65,2,531.179,False,False,other
2011,F,29,40,60,66,2,526.8775,False,False,other
2012,F,30,41,61,67,2,519.488,False,False,other
2013,F,31,42,62,68,2,511.5575,False,False,other
2014,F,32,43,63,69,2,504.1895,False,False,other
2015,F,33,44,64,70,2,500.473,False,False,other
2016,F,34,45,65,71,2,492.205,False,False,other
2017,F,35,46,66,72,2,484.3345,False,False,other
2018,F,36,47,67,73,2,475.755,False,False,other
2019,F,37,48,68,74,2,451.0665,False,False,other
2020,F,38,49,69,75,2,427.187,False,False,other
2021,F,39,50,70,76,2,411.337,False,False,other
2022,F,40,51,71,77,2,403.2325,False,False,other
2023,F,41,52,72,78,2,402.341,False,False,other
2024,F,42,53,73,79,2,399.3365,False,False,other
2025,F,43,54,74,80,2,398.281,False,False,other
2026,F,44,55,75,81,2,398.549,False,False,other
2027,F,45,56,76,82,2,397.9905,False,False,other
2028,F,46,57,77,83,2,397.716,False,False,other
2029,F,47,58,78,84,2,398.9015,False,False,other
2030,F,48,59,79,85,2,399.1845,False,False,other
2031,F,49,60,80,86,2,399.058,False,False,other
2032,F,50,61,81,87,2,398.9275,False,False,other
2033,F,51,62,82,88,2,398.657,False,False,other
2034,F,52,63,83,89,2,398.1845,False,False,other
2035,F,53,64,84,90,2,397.726,False,False,other
2036,F,54,65,85,91,2,397.449,False,False,other
2037,F,55,66,86,92,2,396.2585,False,False,other
2038,F,56,67,87,93,2,393.9625,False,False,other
2039,F,57,68,88,94,2,391.8295,False,False,other
2040,F,58,69,89,95,2,390.1275,False,False,other
2041,F,59,70,90,96,2,388.65,False,False,other
2042,F,60,71,91,97,2,386.928,False,False,other
2043,F,61,72,92,98,2,384.652,False,False,other
2044,F,62,73,93,99,2,381.637,False,False,other
2045,F,63,74,94,100,2,377.182,False,False,other
2046,F,64,75,95,101,2,372.948,False,False,other
2047,F,65,76,96,102,2,369.125,False,False,other
2048,F,66,77,97,103,2,364.885,False,False,other
2049,F,67,78,98,104,2,360.5265,False,False,other
2050,F,68,79,99,105,2,355.6895,False,False,other
2051,F,69,80,100,106,2,351.0195,False,False,other
2052,F,70,81,100,107,2,346.6875,False,False,other
2053,F,71,82,100,108,2,342.5305,False,False,other
2054,F,72,83,100,109,2,339.1015,False,False,other
2055,F,73,84,100,110,2,335.6095,False,False,other
2056,F,74,85,100,111,2,330.9465,False,False,other
2057,F,75,86,100,112,2,326.477,False,False,other
2058,F,76,87,100,113,2,323.7845,False,False,other
2059,F,77,88,100,114,2,321.677,False,False,other
2060,F,78,89,100,115,2,319.7605,False,False,other
2061,F,79,90,100,116,2,317.8555,False,False,other
2062,F,80,91,100,117,2,316.116,False,False,other
2063,F,81,92,100,118,2,315.7935,False,False,other
2064,F,82,93,100,119,2,315.819,False,False,other
2065,F,83,94,100,120,2,314.8545,False,False,other
2066,F,84,95,100,121,2,313.56,False,False,other
2067,F,85,96,100,122,2,312.5705,False,False,other
2068,F,86,97,100,123,2,312.195,False,False,other
2069,F,87,98,100,124,2,311.799,False,False,other
2070,F,88,99,100,125,2,311.881,False,False,other
2071,F,89,100,100,126,2,311.554,False,False,other
2072,F,90,101,100,127,2,310.53,False,False,other
2073,F,91,102,100,128,2,309.6145,False,False,other
2074,F,92,103,100,129,2,308.209,False,False,other
2075,F,93,104,100,130,2,306.2725,False,False,other
2076,F,94,105,100,131,2,304.8435,False,False,other
2077,F,95,106,100,132,2,303.5305,False,False,other
2078,F,96,107,100,133,2,301.058,False,False,other
2079,F,97,108,100,134,2,299.013,False,False,other
2080,F,98,109,100,135,2,296.727,False,False,other
2081,F,99,110,100,136,2,293.909,False,False,other
2082,F,100,111,100,137,2,291.422,False,False,other
2083,F,100,112,100,138,2,289.608,False,False,other
2084,F,100,113,100,139,2,287.2095,False,False,other
2085,F,100,114,100,140,2,284.3305,False,False,other
2086,F,100,115,100,141,2,282.3255,False,False,other
2087,F,100,116,100,142,2,280.2545,False,False,other
2088,F,100,117,100,143,2,277.699,False,False,other
2089,F,100,118,100,144,2,275.169,False,False,other
2090,F,100,119,100,145,2,273.363,False,False,other
2091,F,100,120,100,146,2,271.5925,False,False,other
2092,F,100,121,100,147,2,270.2445,False,False,other
2093,F,100,122,100,148,2,268.997,False,False,other
2094,F,100,123,100,149,2,267.209,False,False,other
2095,F,100,124,100,150,2,265.965,False,False,other
2096,F,100,125,100,151,2,265.199,False,False,other
2097,F,100,126,100,152,2,264.8775,False,False,other
2098,F,100,127,100,153,2,263.889,False,False,other
2099,F,100,128,100,154,2,263.128,False,False,other
2100,F,100,129,100,155,2,263.2335,False,False,other
1950,M,-32,-21,-1,5,3,1079.528,False,True,Babyboomers
1951,M,-31,-20,0,6,3,1270.6495,False,True,Babyboomers
1952,M,-30,-19,1,7,3,1282.727,False,True,Babyboomers
1953,M,-29,-18,2,8,3,1182.8995,False,True,Babyboomers
1954,M,-28,-17,3,9,3,1046.639,False,True,Babyboomers
